transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantiy,price_per_unit,cogs,total_sale
104,11/26/2024,16:39:10,350,Male,76,Electronics,9,240.7,1410.46,2166.3
105,6/16/2024,9:11:38,413,Male,22,Books,9,373.88,1597.32,3364.92
106,7/17/2024,20:55:03,403,Male,72,Home & Garden,9,199.41,1084.15,1794.69
107,4/7/2026,16:35:50,494,Female,45,Food,1,33.97,20.78,33.97
108,10/16/2024,16:44:00,11,Female,70,Sports,9,72.75,491.38,654.75
109,11/17/2025,19:22:27,98,Female,56,Food,8,260.7,1220.07,2085.6
110,12/2/2024,11:46:23,434,Male,62,Clothing,2,352.73,361.04,705.46
111,7/1/2024,9:30:34,71,Female,37,Food,1,184,90.6,184
112,12/25/2024,16:10:12,364,Female,41,Electronics,1,355.36,266.41,355.36
113,11/29/2025,11:09:46,58,Female,78,Home & Garden,6,356.85,1002.9,2141.1
114,9/4/2024,11:02:33,290,Female,44,Food,9,359.37,1844.69,3234.33
115,3/17/2025,9:53:10,251,Female,47,Electronics,7,258.95,860.77,1812.65
116,1/27/2025,19:13:35,276,Male,75,Clothing,5,459.57,1629.91,2297.85
117,9/2/2025,13:15:50,50,Male,62,Books,2,257.37,303.57,514.74
118,1/27/2026,18:09:16,358,Male,44,Home & Garden,1,238.88,129.1,238.88
119,6/23/2024,15:28:34,216,Male,43,Food,2,119.71,130.35,239.42
120,9/8/2024,18:09:59,394,Female,24,Sports,1,171.14,126.8,171.14
121,12/7/2024,17:11:17,416,Male,59,Sports,3,45.11,84.11,135.33
122,2/26/2025,20:29:39,52,Female,64,Home & Garden,6,325.93,1343.77,1955.58
123,8/6/2024,15:40:21,271,Male,70,Sports,8,143.05,868.39,1144.4
124,5/15/2024,17:00:56,485,Male,76,Food,3,169.47,386.75,508.41
125,12/22/2024,16:04:23,84,Male,55,Food,10,391.14,2078.53,3911.4
126,3/27/2026,20:19:57,387,Female,22,Home & Garden,9,180.43,1268.21,1623.87
127,11/1/2025,10:07:18,293,Female,40,Food,10,140.04,574.09,1400.4
128,4/8/2026,9:42:36,126,Male,45,Books,5,105.3,289.96,526.5
129,2/2/2025,15:11:38,296,Female,51,Electronics,7,393.06,2086.46,2751.42
130,4/13/2026,15:00:20,72,Male,70,Clothing,8,86.61,353.27,692.88
131,8/11/2025,16:56:07,296,Male,32,Books,3,240.53,367.46,721.59
132,1/14/2026,13:53:27,236,Male,49,Books,2,265.79,276.98,531.58
133,6/13/2025,11:19:04,56,Female,43,Sports,2,351.51,453.4,703.02
134,3/6/2026,20:27:16,407,Male,65,Electronics,5,325.81,937.25,1629.05
135,9/8/2024,16:56:36,360,Male,48,Home & Garden,1,410.09,283.25,410.09
136,8/7/2025,14:42:35,395,Male,36,Toys,2,46.26,70.13,92.52
137,10/25/2025,19:36:53,110,Female,26,Sports,9,165.81,999.36,1492.29
138,3/23/2025,11:46:18,192,Male,46,Electronics,7,158.06,533.06,1106.42
139,2/10/2025,9:36:26,392,Female,71,Food,6,94.36,437.68,566.16
140,5/10/2025,11:11:52,93,Male,78,Home & Garden,9,162.36,739.09,1461.24
141,1/21/2025,13:36:33,350,Female,75,Toys,7,172.14,554.24,1204.98
142,2/21/2026,11:48:10,56,Male,68,Home & Garden,5,272.9,594.9,1364.5
143,8/25/2025,9:48:53,60,Male,56,Toys,9,340.26,1915.05,3062.34
144,1/6/2026,13:55:44,138,Female,21,Toys,6,206.02,550.7,1236.12
145,4/2/2025,18:43:46,39,Female,79,Sports,6,366.75,1002.35,2200.5
146,3/12/2025,15:55:11,28,Male,20,Food,4,184.68,384.14,738.72
147,9/4/2025,15:27:53,49,Female,73,Sports,1,162.88,83.5,162.88
148,9/28/2025,19:46:20,420,Male,46,Toys,5,282.06,904.98,1410.3
149,3/25/2026,17:14:53,125,Male,69,Toys,9,36.27,237.22,326.43
150,7/18/2024,18:05:10,13,Male,28,Beauty,8,62.9,354.52,503.2
151,9/20/2024,18:43:38,480,Female,50,Electronics,8,223.54,903.09,1788.32
152,10/16/2024,20:58:27,36,Male,55,Beauty,5,472.88,1177.76,2364.4
153,12/11/2024,11:19:04,101,Female,75,Electronics,9,367.72,2602.3,3309.48
154,8/17/2025,15:49:16,282,Male,28,Clothing,3,66.86,80.89,200.58
155,1/6/2025,9:13:55,86,Female,44,Books,3,427,963.17,1281
156,10/11/2025,12:01:19,4,Female,50,Home & Garden,1,372.84,178.92,372.84
157,3/2/2026,12:08:40,223,Male,38,Sports,9,315.2,2209.62,2836.8
158,8/23/2025,13:36:45,338,Female,56,Clothing,6,414.64,1335.78,2487.84
159,5/6/2025,15:19:57,448,Male,48,Clothing,2,216.95,249.99,433.9
160,9/10/2024,15:25:11,166,Male,55,Home & Garden,8,130.21,711.31,1041.68
161,12/31/2024,19:28:05,383,Male,63,Home & Garden,9,268.21,1532.98,2413.89
162,4/18/2025,12:00:16,344,Male,19,Electronics,9,285.7,1355.53,2571.3
163,4/6/2026,15:54:50,383,Male,44,Beauty,2,280.71,348.94,561.42
164,11/14/2024,19:34:18,376,Female,53,Food,2,293.41,406.25,586.82
165,1/8/2025,11:05:25,471,Male,28,Electronics,7,475.63,1388.14,3329.41
166,11/9/2025,14:36:47,278,Female,64,Food,4,453.57,733.84,1814.28
167,11/10/2024,20:52:43,130,Female,35,Clothing,1,440.97,257.19,440.97
168,6/26/2024,10:58:43,31,Male,76,Food,8,405.67,1469.29,3245.36
169,6/6/2025,18:04:51,375,Female,18,Beauty,2,473.13,629.96,946.26
170,1/3/2025,17:32:31,11,Male,80,Electronics,3,71.78,104.57,215.34
171,1/9/2025,13:48:05,476,Female,52,Toys,5,150.93,432.52,754.65
172,11/12/2025,14:50:54,302,Female,52,Home & Garden,3,260.15,373.89,780.45
173,6/18/2024,20:13:57,96,Female,48,Toys,7,427.1,1851.8,2989.7
174,5/28/2025,20:11:35,190,Male,45,Beauty,7,264.95,827.96,1854.65
175,10/3/2024,20:41:37,453,Female,56,Books,2,380.32,311.29,760.64
176,10/11/2025,20:19:10,192,Male,18,Beauty,7,91.01,267.86,637.07
177,1/30/2025,12:52:32,486,Female,42,Books,6,144.9,679.61,869.4
178,7/2/2025,19:49:23,266,Female,60,Electronics,10,372.59,1702.42,3725.9
179,8/21/2025,18:23:22,424,Female,55,Home & Garden,9,103.25,635.04,929.25
180,8/11/2024,15:58:14,128,Female,37,Beauty,9,191.89,737.73,1727.01
181,10/9/2024,20:42:26,238,Male,20,Toys,2,150.81,133.7,301.62
182,10/12/2025,17:33:10,408,Male,80,Books,7,191.18,807.71,1338.26
183,4/7/2025,15:24:56,355,Female,68,Home & Garden,5,361.45,1058.96,1807.25
184,4/22/2025,9:49:50,428,Female,19,Sports,6,199.73,935.49,1198.38
185,10/7/2024,9:28:49,112,Male,35,Sports,1,288.75,224.63,288.75
186,12/21/2024,17:56:16,316,Male,79,Sports,7,72.47,361.11,507.29
187,6/26/2025,19:38:50,446,Male,61,Food,6,407.38,1566.39,2444.28
188,10/17/2025,17:30:52,343,Male,78,Beauty,4,200.7,467.22,802.8
189,1/29/2026,12:55:13,145,Female,27,Electronics,1,333.05,180.67,333.05
190,12/29/2025,17:46:26,65,Female,22,Toys,9,369.56,2590.44,3326.04
191,2/4/2025,11:42:17,247,Male,26,Electronics,4,124.59,319.53,498.36
192,11/5/2025,15:49:27,223,Male,19,Food,2,445.22,562.43,890.44
193,2/7/2025,14:22:50,479,Male,51,Electronics,8,317.71,1252.44,2541.68
194,4/15/2025,16:43:46,490,Male,77,Books,2,228.64,191.45,457.28
195,10/3/2024,19:37:46,313,Male,55,Sports,5,111.61,434.2,558.05
196,3/7/2025,17:19:03,439,Male,78,Toys,6,472.59,1490.06,2835.54
197,6/17/2024,13:22:06,106,Female,48,Beauty,8,383.66,1771.08,3069.28
198,8/21/2024,9:44:44,181,Female,27,Electronics,1,123.81,55.2,123.81
199,1/10/2026,11:51:34,184,Female,67,Electronics,1,185.41,136.23,185.41
200,12/2/2025,18:15:47,226,Male,29,Clothing,4,409.6,673.47,1638.4
201,12/26/2024,20:49:08,265,Male,53,Clothing,5,355.45,1303.78,1777.25
202,3/25/2026,16:41:07,278,Male,71,Clothing,9,388.75,1595.83,3498.75
203,12/15/2025,19:59:51,397,Female,38,Beauty,7,234.57,1239.09,1641.99
204,10/18/2025,14:54:44,89,Male,66,Sports,7,365.33,1769.43,2557.31
205,4/4/2025,16:07:16,176,Male,64,Home & Garden,8,208.58,777.37,1668.64
206,10/8/2024,17:49:16,18,Female,23,Sports,5,125.35,392.55,626.75
207,10/11/2024,12:20:48,371,Male,65,Toys,5,325.52,854.59,1627.6
208,7/4/2024,9:00:32,460,Female,66,Sports,1,488.61,230.28,488.61
209,8/6/2024,9:54:31,424,Female,20,Beauty,9,172.54,1154.82,1552.86
210,2/11/2026,18:07:07,401,Male,27,Books,6,243.96,821.77,1463.76
211,12/24/2025,12:28:18,399,Female,22,Books,9,345.15,1737.75,3106.35
212,9/5/2025,20:31:37,106,Male,63,Beauty,3,282.22,396.2,846.66
213,6/8/2025,15:37:02,271,Female,43,Clothing,5,425.63,1177.35,2128.15
214,12/14/2025,10:04:58,463,Male,78,Electronics,2,386.83,579.2,773.66
215,7/26/2024,11:46:04,319,Female,38,Food,10,52.69,287.29,526.9
216,5/15/2025,9:21:12,167,Male,62,Food,5,499.25,1948.68,2496.25
217,11/10/2024,13:46:46,13,Female,43,Home & Garden,8,382.39,2381.6,3059.12
218,10/23/2024,9:33:45,337,Female,55,Electronics,2,435.35,398.75,870.7
219,9/7/2024,16:00:30,32,Female,80,Home & Garden,8,334.32,1259.52,2674.56
220,1/20/2026,9:54:54,393,Male,61,Clothing,4,431.74,1286.71,1726.96
221,1/2/2026,19:54:15,40,Male,43,Home & Garden,10,78.38,436.66,783.8
222,5/26/2024,9:25:49,148,Female,25,Electronics,10,190.18,764.05,1901.8
223,3/12/2026,10:42:31,218,Male,22,Toys,1,441.3,224.86,441.3
224,8/20/2025,10:09:21,219,Female,79,Electronics,5,120.79,385.96,603.95
225,5/24/2024,20:29:28,469,Male,32,Food,1,62.16,44.74,62.16
226,10/20/2024,14:49:21,82,Female,76,Books,7,399.36,1267.36,2795.52
227,7/25/2024,15:17:42,333,Male,33,Clothing,8,421.86,1499.18,3374.88
228,12/13/2024,13:16:02,208,Female,18,Toys,3,102.26,235.86,306.78
229,4/16/2025,9:25:53,201,Female,33,Beauty,3,430.81,905.29,1292.43
230,4/23/2026,9:07:09,447,Female,54,Toys,7,351.21,1563.37,2458.47
231,2/19/2026,11:46:41,332,Female,20,Toys,4,272.04,770.06,1088.16
232,2/15/2026,10:39:20,428,Male,69,Home & Garden,3,419.37,719.06,1258.11
233,6/30/2024,13:48:15,38,Female,64,Food,8,224.14,1261.25,1793.12
234,7/24/2025,20:11:11,211,Male,48,Home & Garden,3,117.15,192.85,351.45
235,6/22/2024,18:26:01,444,Male,30,Home & Garden,7,160.31,558.43,1122.17
236,2/27/2026,14:07:40,327,Female,73,Beauty,2,264.95,366.48,529.9
237,4/28/2025,15:24:23,249,Male,33,Clothing,1,277.38,157.52,277.38
238,4/13/2025,12:45:34,227,Male,72,Electronics,6,407.65,1938.5,2445.9
239,9/6/2025,15:03:55,48,Male,60,Sports,8,400.89,1731.18,3207.12
240,8/4/2025,19:32:29,18,Female,38,Home & Garden,1,301.15,231.49,301.15
241,5/23/2025,16:00:56,400,Male,19,Sports,10,395.87,3060.81,3958.7
242,12/5/2025,19:18:29,439,Male,71,Clothing,9,116.09,519,1044.81
243,3/5/2025,9:30:46,295,Female,44,Sports,3,48.78,105.26,146.34
244,8/31/2025,14:15:34,196,Female,55,Home & Garden,3,439.98,756.63,1319.94
245,11/10/2025,16:13:18,187,Male,43,Beauty,4,60.89,186.81,243.56
246,3/4/2025,13:52:49,345,Female,75,Sports,1,142.18,82.47,142.18
247,3/7/2026,12:47:07,224,Male,79,Clothing,9,355.28,2230.98,3197.52
248,6/23/2024,10:04:25,318,Male,76,Clothing,3,219.49,386.38,658.47
249,3/29/2026,14:40:48,488,Male,55,Books,10,441.25,2167.07,4412.5
250,7/13/2024,14:25:39,397,Female,63,Books,4,166.54,319.58,666.16
251,8/15/2025,19:27:06,365,Male,42,Beauty,1,30.64,17.47,30.64
252,2/8/2026,9:01:29,337,Female,28,Sports,4,167.81,471.34,671.24
253,6/13/2024,17:49:06,497,Female,25,Sports,1,299.59,192.35,299.59
254,10/15/2025,20:05:02,229,Male,25,Books,5,203.57,687.51,1017.85
255,10/8/2025,19:08:00,390,Female,50,Electronics,5,279.06,715.69,1395.3
256,8/2/2025,14:32:35,467,Female,70,Food,7,441.38,1830.85,3089.66
257,2/7/2025,11:40:24,77,Female,24,Clothing,8,458.43,1532.1,3667.44
258,5/17/2024,12:24:36,188,Female,55,Electronics,4,151.34,440.1,605.36
259,2/4/2026,20:47:00,346,Female,38,Clothing,7,244.52,1362.39,1711.64
260,7/11/2024,19:12:14,270,Male,25,Toys,4,285.84,643.43,1143.36
261,12/19/2024,12:08:36,95,Female,68,Toys,3,475.83,577.26,1427.49
262,7/18/2024,11:52:12,310,Male,71,Electronics,6,499.34,1401.9,2996.04
263,5/12/2025,18:12:39,132,Male,80,Toys,4,136.82,361.76,547.28
264,7/23/2024,11:30:07,39,Male,38,Books,3,370.32,716.38,1110.96
265,3/9/2025,11:40:04,72,Male,73,Books,9,204.56,1316.61,1841.04
266,8/27/2024,12:10:59,281,Male,37,Food,5,28.85,72.35,144.25
267,11/13/2025,15:03:08,333,Male,25,Electronics,7,29.39,145.13,205.73
268,8/9/2025,12:33:00,160,Female,75,Clothing,6,243.77,987.55,1462.62
269,11/15/2025,17:37:35,187,Female,63,Sports,10,256.96,1359.64,2569.6
270,3/28/2025,9:45:34,486,Female,48,Clothing,5,35.72,110.41,178.6
271,1/16/2026,16:03:01,191,Male,67,Home & Garden,7,351.29,1128.47,2459.03
272,2/16/2026,15:37:39,422,Female,74,Books,6,164.65,574,987.9
273,8/12/2025,10:18:22,120,Female,46,Beauty,10,290.95,2189.34,2909.5
274,12/7/2025,16:05:08,220,Female,65,Beauty,2,167.94,190.94,335.88
275,10/1/2024,9:33:33,53,Male,26,Books,3,104.39,230.44,313.17
276,6/4/2025,19:17:45,222,Female,32,Home & Garden,2,218.41,277.86,436.82
277,3/4/2025,20:12:13,451,Male,47,Beauty,3,135.33,193.56,405.99
278,4/16/2025,17:40:03,412,Female,43,Toys,1,279.03,176.47,279.03
279,1/22/2025,17:22:29,131,Male,27,Books,8,119.44,575.6,955.52
280,9/25/2025,10:18:30,237,Male,46,Beauty,6,266.49,894.54,1598.94
281,8/29/2024,15:44:37,246,Male,71,Books,2,99.75,89.35,199.5
282,11/2/2025,18:10:10,226,Female,33,Food,8,343.71,1558.2,2749.68
283,12/28/2025,11:00:34,208,Female,53,Sports,6,383.12,986.39,2298.72
284,10/10/2024,15:23:07,406,Male,37,Sports,7,77.44,238.25,542.08
285,4/25/2024,20:53:02,96,Female,62,Clothing,1,247.21,140.01,247.21
286,11/11/2025,18:06:13,422,Male,71,Home & Garden,7,58.66,214.41,410.62
287,9/23/2025,17:24:59,200,Male,54,Books,3,309.14,714.32,927.42
288,6/1/2025,12:20:12,247,Female,39,Electronics,8,150.59,662.94,1204.72
289,2/20/2026,20:14:44,72,Female,24,Clothing,6,275.62,1162.8,1653.72
290,8/3/2024,9:00:31,318,Female,40,Clothing,4,270.79,663,1083.16
291,8/15/2025,10:11:33,185,Male,58,Books,8,464.07,2530.61,3712.56
292,4/25/2026,9:57:44,6,Male,57,Books,9,285.81,1296.55,2572.29
293,7/29/2024,20:06:18,206,Female,46,Clothing,10,301.92,2345.2,3019.2
294,3/19/2026,13:14:58,32,Male,33,Clothing,2,215.79,264.14,431.58
295,12/6/2024,13:20:37,99,Female,55,Sports,6,475.81,2091.27,2854.86
296,5/11/2025,19:18:15,394,Male,45,Electronics,5,394.16,1076.09,1970.8
297,12/11/2025,15:59:01,387,Female,65,Toys,5,160.57,353.32,802.85
298,10/29/2024,17:28:39,256,Female,55,Clothing,10,426,2852,4260
299,11/9/2024,17:24:16,187,Male,48,Toys,3,230.39,278.61,691.17
300,5/3/2024,11:32:54,76,Female,31,Sports,8,418.62,1976.28,3348.96
301,1/30/2025,11:48:33,177,Female,70,Clothing,8,415.87,1587.36,3326.96
302,3/23/2026,11:31:41,315,Male,50,Beauty,5,114.71,373.35,573.55
303,11/28/2024,12:48:59,287,Female,74,Clothing,8,358.04,2267.88,2864.32
304,8/22/2024,16:34:15,349,Male,26,Books,10,163.06,955.14,1630.6
305,11/17/2025,14:43:37,255,Female,74,Home & Garden,8,166.31,967.26,1330.48
306,2/22/2026,16:37:59,325,Male,80,Home & Garden,3,165.77,299.93,497.31
307,7/24/2024,9:25:01,190,Female,44,Clothing,2,369.64,442.34,739.28
308,5/23/2025,16:10:01,308,Female,41,Food,9,134.17,932.42,1207.53
309,12/7/2025,12:34:25,345,Female,30,Beauty,2,25.43,38.45,50.86
310,11/26/2025,19:07:12,127,Female,43,Electronics,9,364.74,2344.87,3282.66
311,10/23/2025,9:45:55,425,Male,46,Clothing,4,106.31,220.49,425.24
312,10/1/2024,16:13:46,287,Male,68,Toys,2,74.63,92.24,149.26
313,3/21/2026,12:09:30,254,Male,66,Electronics,10,137.82,674.71,1378.2
314,10/28/2025,14:01:59,213,Male,60,Beauty,1,205.45,118.66,205.45
315,9/13/2024,16:45:33,250,Male,45,Clothing,4,251.06,596.2,1004.24
316,10/24/2024,12:08:38,84,Male,45,Food,9,46.17,304.44,415.53
317,6/4/2024,11:02:02,487,Male,25,Sports,9,486.02,3317.43,4374.18
318,7/29/2024,17:20:07,383,Female,40,Food,4,365.13,826.43,1460.52
319,7/11/2024,11:25:22,406,Female,46,Books,9,178.52,654.05,1606.68
320,10/8/2024,17:07:13,388,Female,22,Food,6,176.38,788.11,1058.28
321,4/14/2025,10:47:55,13,Female,59,Toys,1,238.06,111.82,238.06
322,8/17/2024,10:01:54,45,Male,24,Sports,10,322.47,2092.03,3224.7
323,1/14/2025,10:05:26,127,Male,59,Books,6,94.53,232.54,567.18
324,8/27/2024,14:27:53,426,Male,53,Sports,9,114.74,578.09,1032.66
325,7/2/2025,11:52:28,114,Female,58,Home & Garden,2,433.23,688.3,866.46
326,5/22/2025,17:28:38,433,Male,44,Sports,6,146.72,387.59,880.32
327,11/4/2024,12:25:52,276,Female,75,Clothing,2,205.59,234.16,411.18
328,3/19/2025,9:24:38,500,Male,63,Electronics,4,438.85,917.83,1755.4
329,9/30/2025,12:11:00,205,Male,19,Home & Garden,8,340,2072.74,2720
330,10/24/2024,9:04:16,337,Male,42,Home & Garden,7,187.31,980.41,1311.17
331,3/8/2026,13:33:40,438,Male,26,Electronics,9,349.76,1558.43,3147.84
332,10/9/2025,12:47:29,420,Female,70,Toys,7,34.35,103.99,240.45
333,6/9/2025,16:36:52,481,Female,44,Home & Garden,1,374.43,243.7,374.43
334,5/28/2025,16:14:12,385,Male,18,Sports,2,256.33,274.04,512.66
335,2/19/2025,15:43:20,399,Female,40,Food,6,411.26,1650.39,2467.56
336,9/26/2024,11:35:18,461,Male,27,Beauty,7,478.45,1382.69,3349.15
